TransactionID,CustomerID,LocationNormalized,CustAccountBalance,TransactionAmount (INR),spend_balance_ratio
T701595,C4986682,NEW DELHI,2.53,200.0,79.0513833992095
T879147,C6386631,NEW DELHI,2.53,200.0,79.0513833992095
T89945,C2486631,NEW DELHI,2.53,200.0,79.0513833992095
T500452,C3335581,EAST GODAVARI,6.96,550.0,79.02298850574712
T552653,C3033968,NEW DELHI,4.62,365.0,79.00432900432901
T1001002,C5122521,NEW DELHI,30.0,2370.0,79.0
T839572,C3332055,CHENNAI,12.66,1000.0,78.98894154818325
T172310,C1422451,PATHANKOT,16.08,1270.0,78.98009950248758
T703390,C7332320,MUMBAI,25.33,2000.0,78.95775759968417
T60557,C7211686,AMBIKAPUR,7.08,559.0,78.954802259887
T434013,C5425939,MUMBAI,29.65,2341.0,78.95446880269814
T791606,C8056657,VILUPPURAM,25.34,2000.0,78.92659826361484
T639650,C7416060,BANGALORE,6.59,520.0,78.90743550834598
T82040,C7223483,GURGAON,19.65,1550.0,78.88040712468194
T239545,C2352758,MOHALI,24.73,1950.0,78.85159725030327
T152643,C7810642,HYDERABAD,27.89,2199.0,78.84546432413052
T288743,C4339664,SANGRUR,41.85,3299.0,78.82915173237754
T7124,C4419842,DELHI,19.41,1530.0,78.82534775888718
T986704,C7629854,DELHI,6.98,550.0,78.79656160458453
T205221,C1228145,NASHIK,13.33,1050.0,78.76969242310578
T98206,C1071959,RISHIKESH,2.92,230.0,78.76712328767124
T721508,C2735065,GHAZIABAD,4.52,356.0,78.76106194690266
T149333,C8632728,VADODARA VADODARA,2.54,200.0,78.74015748031496
T349629,C8436624,BANGALORE,12.7,1000.0,78.74015748031496
T303568,C7536866,BANGALORE,29.61,2331.0,78.72340425531915
T965189,C3631721,CROSS MANGALORE,47.0,3700.0,78.72340425531915
T906438,C4416040,DERA BASSI,7.94,625.0,78.71536523929471
T959954,C8320583,ERNAKULAM,107.26,8440.0,78.68730188327429
T755191,C2139866,MUMBAI,11.82,930.0,78.68020304568527
T752223,C2060525,NEW DELHI,0.89,70.0,78.65168539325843
T461759,C6425533,CANDOLIM BARDEZ,12.97,1020.0,78.64302235929067
T860162,C4741018,MEDAK,2.93,230.42,78.64163822525596
T537132,C6933867,RISHIKESH,239.78,18851.0,78.61789974142964
T597053,C5826031,KOLKATA,20.27,1593.1,78.59398125308337
T178856,C7839523,PUNE,120.82,9495.0,78.58798212216522
T1020206,C8822875,SHILLLONG,25.45,2000.0,78.58546168958743
T360293,C8128955,DELHI,5.09,400.0,78.58546168958743
T605018,C4832688,JALANDHAR,35.0,2750.0,78.57142857142857
T972180,C6634934,MUMBAI,15.91,1250.0,78.56693903205532
T458247,C8124089,MUMBAI,6.99,549.0,78.54077253218884
T447765,C1318827,NAVI MUMBAI,1.91,150.0,78.53403141361257
T661309,C3740235,CHENNAI,3.82,300.0,78.53403141361257
T652583,C3834225,LUDHIANA,264.94,20800.0,78.50834151128558
T382302,C4022853,SHILLLONG,25.45,1998.0,78.50687622789783
T171290,C4724642,MUMBAI,34.68,2722.0,78.48904267589388
T509374,C2013944,BAGHPAT,122.49,9614.0,78.48803983998694
T348018,C2215611,UTTAR DINAJPUR,28.2,2213.0,78.47517730496455
T1011645,C7081929,BANGALORE,8.22,645.0,78.46715328467153
T590352,C8814024,SECENDRABAD,78.61,6168.0,78.46329983462664
T228440,C2441780,PALI,67.55,5300.0,78.46039970392302
T289608,C2911960,SUBANSIRI,229.46,18000.0,78.44504488799791
T336841,C1327055,RUPNAGAR,3.57,280.0,78.43137254901961
T342198,C4327016,RUPNAGAR,3.57,280.0,78.43137254901961
T865259,C7228729,DELHI,5.1,400.0,78.43137254901961
T206886,C1442841,BHATINDA,19.13,1500.0,78.41087297438578
T848074,C2035685,ROURKELA,11.71,918.0,78.39453458582408
T965370,C4515377,BANGALORE,15.8,1238.6,78.39240506329114
T858627,C1324215,AHMEDABAD,7.45,584.0,78.38926174496645
T150978,C6531388,MUMBAI,7.86,616.0,78.37150127226462
T92357,C9040785,NEW DELHI,3.19,250.0,78.36990595611286
T695636,C2197166,DELHI,57.95,4541.0,78.36065573770492
T288025,C3324175,KULLU,63.81,5000.0,78.35762419683435
T351966,C8511854,DELHI,72.47,5677.04,78.33641506830412
T178373,C6420534,NAVI MUMBAI,3.64,285.0,78.2967032967033
T15773,C6712544,CHENNAI,24.91,1950.0,78.28181453231633
T278195,C3986645,NEW DELHI,2.53,198.0,78.26086956521739
T79432,C5018139,DELHI,9.33,730.0,78.2422293676313
T882958,C7316542,MUMBAI,7.67,600.0,78.22685788787484
T271704,C7324316,PUNE,7.02,549.0,78.2051282051282
T1013977,C4139013,PUNE,77.51,6060.0,78.18346019868403
T312754,C8224322,DELHI,30.45,2380.0,78.16091954022988
T1018507,C1839089,PUNE,77.51,6058.0,78.15765707650625
T767307,C3028257,PONDICHERRY,76.02,5941.0,78.15048671402263
T1011732,C6140487,KANCHIPURAM,0.64,50.0,78.125
T113518,C1740439,KANCHIPURAM,0.64,50.0,78.125
T129682,C8240481,KANCHIPURAM,0.64,50.0,78.125
T131465,C8040414,KANCHIPURAM,0.64,50.0,78.125
T178016,C3740472,KANCHIPURAM,0.64,50.0,78.125
T277176,C5640476,KANCHIPURAM,0.64,50.0,78.125
T321798,C6840475,KANCHIPURAM,0.64,50.0,78.125
T347038,C7240433,KANCHIPURAM,0.64,50.0,78.125
T452863,C1840485,KANCHIPURAM,0.64,50.0,78.125
T487524,C1640472,KANCHIPURAM,0.64,50.0,78.125
T656330,C1231962,DELHI,1.28,100.0,78.125
T888425,C6831971,DELHI,1.28,100.0,78.125
T127485,C8720071,BANGALORE,16.57,1294.0,78.09293904646952
T389982,C1621879,BHILAI,243.3,19000.0,78.09288943690916
T847317,C3839188,GURGAON,10.26,801.0,78.0701754385965
T1008633,C6039055,PUNE,77.51,6050.0,78.05444458779512
T154566,C7725763,SIVASAGAR,15.25,1190.0,78.0327868852459
T383389,C5634649,GURGAON,30.95,2414.8,78.02261712439419
T679400,C6328186,NEW DELHI,6.41,500.0,78.003120124805
T944428,C6446241,KURUKSHETRA,2.63,205.0,77.9467680608365
T806375,C2524192,NEW DELHI,3.08,240.0,77.92207792207792
T815842,C2324138,NEW DELHI,3.08,240.0,77.92207792207792
T906403,C1439469,NOIDA,3.85,300.0,77.92207792207792
T962515,C8925921,EXPRESSWAY NOIDA,9.77,761.0,77.89150460593655
T1002723,C4626332,BANGALORE,6.42,500.0,77.88161993769471
T155748,C5726336,BANGALORE,6.42,500.0,77.88161993769471
T201058,C4932449,DELHI,3.21,250.0,77.88161993769471
T201308,C6732471,DELHI,3.21,250.0,77.88161993769471
T285078,C1432480,DELHI,3.21,250.0,77.88161993769471
T305631,C5826335,BANGALORE,6.42,500.0,77.88161993769471
T452355,C2426381,BANGALORE,6.42,500.0,77.88161993769471
T6422,C4031288,KOLKATA,255.52,19900.0,77.88040075140889
T3632,C7825164,NEW DELHI,5.65,440.0,77.87610619469027
T332141,C8134142,(VIA) SALEM,50.06,3898.0,77.86656012784658
T334309,C6134174,(VIA) SALEM,50.06,3898.0,77.86656012784658
T7308,C3139644,NEW DELHI,65.52,5099.0,77.82356532356533
T121761,C7227549,BANGALORE,2.57,200.0,77.82101167315176
T199682,C5621924,NAVI MUMBAI,10.41,810.0,77.80979827089337
T984317,C1237350,METRO STATION DELHI,4.5,350.0,77.77777777777777
T766754,C5925736,GURGAON,133.39,10372.93,77.76392533173403
T390485,C2827881,BANGALORE,7.24,563.0,77.76243093922652
T288874,C5357258,BANGALORE,6.43,500.0,77.76049766718508
T496390,C5557244,BANGALORE,6.43,500.0,77.76049766718508
T614712,C6257271,BANGALORE,6.43,500.0,77.76049766718508
T757745,C5357261,BANGALORE,6.43,500.0,77.76049766718508
T194584,C4030334,PUNE,1.93,150.0,77.72020725388602
T360370,C1123051,REWARI,11.13,865.0,77.71787960467205
T622057,C7321622,MUMBAI,74.82,5812.3,77.68377439187384
T195565,C1420563,BANGALORE,33.47,2600.0,77.68150582611294
T162166,C2925947,EXPRESSWAY NOIDA,9.77,758.89,77.67553735926305
T72757,C3610327,NEW DELHI,4.12,320.0,77.66990291262135
T240396,C8229223,CHHINDWARA,34.66,2691.0,77.6399307559146
T158417,C1557212,BANGALORE,6.43,499.0,77.60497667185071
T803059,C4742834,THANE,48.97,3800.0,77.59852971206861
T1006024,C4530983,AGRA,5.8,450.0,77.58620689655173
T52240,C3114867,KOLKATA,77.21,5990.0,77.58062427146743
T947194,C4520812,MUMBAI,41.97,3255.0,77.5553967119371
T306359,C8929369,CHENNAI,64.48,5000.0,77.54342431761786
T705839,C3529290,CHANDIGARH,438.57,34000.0,77.52468249082244
T929184,C4556270,NELLORE,4.0,310.0,77.5
T599766,C5361320,NAVI MUMBAI,25.81,2000.0,77.48934521503294
T370951,C8933521,CHENNAI,6.13,475.0,77.48776508972267
T19310,C1626486,MUMBAI,8.3,643.0,77.46987951807228
T685213,C6321425,HYDERABAD,20.72,1605.0,77.46138996138997
T878092,C7281450,NORTH  24 PARGANAS,5.59,433.0,77.4597495527728
T411867,C4787853,NORTH 24 PARGANAS,9.83,761.14,77.43031536113936
T1011169,C7180967,MUMBAI,6.46,500.0,77.39938080495357
T815137,C3480950,MUMBAI,6.46,500.0,77.39938080495357
T116192,C7235033,LUDHIANA,2.52,195.0,77.38095238095238
T284424,C6485963,KALYANI NADIA,11.22,868.0,77.36185383244207
T202045,C8416185,THANE,12.93,1000.0,77.33952049497293
T1029460,C3221991,SIVAGANGAI TK,13.58,1050.0,77.31958762886597
T389769,C5510447,HOOGHLY,46.05,3560.0,77.30727470141152
T506914,C4011851,KOLKATA,22.64,1750.0,77.29681978798587
T509461,C1211874,KOLKATA,22.64,1750.0,77.29681978798587
T510050,C1511867,KOLKATA,22.64,1750.0,77.29681978798587
T694859,C7717761,MUMBAI,7.77,600.5,77.2844272844273
T34199,C6333162,BIJNOR,25.88,2000.0,77.27975270479135
T639349,C3312913,NEW DELHI,38.82,3000.0,77.27975270479135
T886937,C4932419,DELHI,3.21,248.0,77.25856697819314
T623581,C7729918,DEHRADUN,9.78,755.42,77.24130879345603
T837492,C5643972,HUBLI,27.19,2100.0,77.23427730783376
T311128,C2788757,BANGALORE,17.48,1350.0,77.23112128146452
T106528,C5331680,PUNE,2.59,200.0,77.22007722007723
T65605,C7223021,SURAT,2.59,200.0,77.22007722007723
T942926,C6278118,CHENNAI,36.98,2855.0,77.20389399675501
T336961,C3245421,MUMBAI,32.41,2502.0,77.19839555692688
T1008159,C8642549,THANE,23.97,1850.0,77.17980809345015
T488413,C3228922,SRINAGAR,28.07,2166.0,77.16423227645173
T454927,C6623540,NOIDA,1.4,108.0,77.14285714285715
T408151,C1337376,CHITRAKOOT,73.86,5697.0,77.13241267262389
T869505,C3711611,AMBIKAPUR,7.08,546.0,77.11864406779661
T348964,C4451574,DELHI,4.06,313.0,77.09359605911331
T299393,C1339258,KARUR,0.61,47.0,77.04918032786885
T368754,C3739241,KARUR,0.61,47.0,77.04918032786885
T167448,C3330192,NEW DELHI,61.65,4750.0,77.0478507704785
T360358,C6213965,UDAIPUR,32.45,2500.0,77.04160246533127
T364347,C2348035,PANCHKULA,23.77,1831.0,77.02986958350863
T274351,C7514915,NOIDA,23.43,1804.0,76.99530516431925
T898607,C4026669,AURANGABAD,1.26,97.0,76.98412698412699
T183908,C8418623,BANGALORE,90.92,6999.0,76.97976242850858
T693306,C5634334,TOHANA,72.78,5599.0,76.93047540533114
T649763,C8815667,FARIDABAD,3.51,270.0,76.92307692307693
T261379,C6418132,NAGPUR,0.26,20.0,76.92307692307692
T3259,C8531437,MUMBAI,3.25,250.0,76.92307692307692
T615859,C8227984,BAWAL,0.65,50.0,76.92307692307692
T61750,C3842479,MUMBAI,0.65,50.0,76.92307692307692
T61751,C2242452,MUMBAI,0.65,50.0,76.92307692307692
T762694,C6728154,KURALI,0.26,20.0,76.92307692307692
T1042536,C2422959,JAIPUR,23.92,1839.5,76.90217391304347
T893093,C8426352,SULTANPUR,32.51,2500.0,76.89941556444171
T925165,C1840723,GAYA,9.56,735.0,76.88284518828452
T210149,C2237480,AHMEDNAGAR,52.03,4000.0,76.8787238131847
T861605,C4527241,KOLLAM,8.04,618.0,76.86567164179105
T301883,C2118623,BANGALORE,90.92,6988.0,76.85877694676638
T304492,C7418633,BANGALORE,90.92,6988.0,76.85877694676638
T306294,C8118672,BANGALORE,90.92,6988.0,76.85877694676638
T342094,C8533581,CHENNAI,6.13,471.0,76.83523654159869
T313624,C3720688,KANNUR,7.55,580.0,76.82119205298014
T38040,C1011650,NASHIK,4.31,331.0,76.79814385150813
T117897,C6416154,JHANSI,42.93,3295.0,76.75285348241323
T222712,C2183646,MUMBAI,4.43,340.0,76.74943566591422
T300442,C1332031,MUMBAI,2.59,198.75,76.73745173745174
T124216,C6612325,DELHI,43.46,3335.0,76.73722963644731
T296723,C4823016,REWARI,11.13,854.0,76.72955974842766
T459177,C5019337,MUMBAI,7.76,595.29,76.71262886597938
T149986,C4020079,VIJAYAWADA,65.2,5000.0,76.68711656441718
T420711,C5134974,DELHI,3.26,250.0,76.68711656441718
T538934,C3524514,ALMORA,3.13,240.0,76.67731629392972
T68216,C4169155,NAVI MUMBAI,28.83,2210.1,76.65972944849116
T328118,C4817678,MUMBAI,7.28,558.0,76.64835164835165
T200768,C8039769,MALAPPURAM,3.68,282.0,76.63043478260869
T839976,C3241684,COIMBATORE,123.32,9450.0,76.62990593577685
T529700,C8339542,DELHI,2.61,200.0,76.62835249042146
T884639,C6438468,BANGALORE,7.83,600.0,76.62835249042145
T520533,C4444516,HYDERABAD,3.38,259.0,76.62721893491124
T387832,C7433976,KHANDWA,12.99,995.0,76.59738260200155
T675242,C7299518,KOLKATA,4.7,360.0,76.59574468085106
T888766,C1768552,DELHI,117.51,9000.0,76.58922644881287
T709661,C5920480,NEW DELHI,6.53,500.0,76.5696784073507
T748525,C3624092,JAIPUR,23.77,1820.0,76.5671013883046
T969991,C7320677,ANDHERI EAST MUMBAI,61.14,4680.0,76.54563297350343
T814757,C7137390,DELHI,7.2,551.0,76.52777777777777
T438977,C2816322,ERNAKULAM,13.03,996.97,76.5134305448964
T273655,C3322190,RAJAMUNDRY,8.97,686.28,76.50836120401337
T300939,C6642174,ALLAHABAD,0.34,26.0,76.47058823529412
T296803,C1535468,MOHALI,149.74,11450.0,76.46587418191531
T181365,C5023759,GURGAON,6.54,500.0,76.4525993883792
T500044,C6230881,NEW DELHI,3.28,250.63,76.41158536585367
T992026,C7036792,DELHI,0.89,68.0,76.40449438202248
T590336,C2124386,PUNE,7.02,536.0,76.35327635327636
T47598,C6926572,SAHARANPUR,3.93,300.0,76.33587786259541
T917473,C3328818,BANGALORE,40.39,3083.0,76.33077494429314
T808662,C3223940,HUBLI,12.78,975.0,76.29107981220658
T734571,C5511652,AMBIKAPUR,7.08,540.0,76.27118644067797
T558874,C8236369,BANGALORE,327.94,25000.0,76.23345733975728
T962684,C2017116,YEOLA,6.43,490.0,76.20528771384137
T914176,C5829455,KATTUNGA,11.09,845.0,76.19477006311993
T486988,C5222120,THIRUVANANTHAPURAM,144.37,11000.0,76.19311491307057
T409092,C8113228,GURGAON,23.86,1817.72,76.18273260687343
T735733,C8928819,KOLKATA,1.93,147.0,76.16580310880829
T416461,C2823189,KURNOOL,4.44,338.0,76.12612612612612
T63993,C7943433,MUMBAI,25.34,1929.0,76.1247040252565
T425905,C2385572,HYDERABAD,5.56,423.0,76.07913669064749
T492412,C5724426,SONIPAT,18.35,1396.04,76.0784741144414
T24694,C9042122,NEW DELHI,28.92,2200.0,76.07192254495159
T374501,C2015636,UTTAR DINAJPUR,28.2,2145.0,76.06382978723404
T399567,C8323840,BAREILLY,25.56,1944.0,76.05633802816902
T774251,C4741868,BALKUM THANE THANE,3.09,235.0,76.05177993527508
T136620,C4297950,MUMBAI,13.15,1000.0,76.04562737642586
T255246,C1997950,MUMBAI,13.15,1000.0,76.04562737642586
T955714,C5346281,KURUKSHETRA,2.63,200.0,76.04562737642586
T82405,C2428959,CHENNAI,22.36,1700.0,76.02862254025045
T262220,C1836628,BANGALORE,180.86,13750.0,76.02565520291938
T740209,C4821178,MUMBAI,5.25,398.88,75.97714285714285
T36697,C5621153,HYDERABAD,61.72,4689.0,75.97213220998056
T520559,C5428738,THANE,33.5,2544.96,75.9689552238806
T110567,C3521823,KOLHAPUR,10.86,825.0,75.96685082872929
T649580,C8834729,LUDHIANA,3.95,300.0,75.94936708860759
T211898,C3591653,GURGAON,29.5,2240.17,75.93796610169491
T699846,C5674943,PUNE,65.85,5000.0,75.93014426727412
T917039,C1650276,MUMBAI,13.99,1061.98,75.90993566833453
T75509,C5180135,THRISSUR,65.79,4994.0,75.90819273445811
T303195,C8730148,NEAR JAIPUR GOLDEN HOSPITAL DELHI,16.59,1259.0,75.88908981314044
T181884,C7576639,BANGALORE,135.99,10319.0,75.88057945437164
T249924,C2622333,BANKURA,68.53,5200.0,75.87917700277251
T294749,C6316080,BANGALORE,6.59,500.0,75.87253414264036
T175170,C2371143,MUMBAI,92.36,7007.0,75.86617583369424
T999278,C1639428,GANAUR,17.07,1295.0,75.86408904510837
T886598,C4992641,HOOGHLY,5.26,399.0,75.8555133079848
T196735,C2415321,JAGDAMBA SADIHALL GOVINDPURA BHOPAL,65.92,5000.0,75.8495145631068
T88376,C7226515,SAHARANPUR,3.93,298.0,75.82697201017811
T943336,C1938213,UDAIPUR,13.77,1044.0,75.81699346405229
T568800,C8517013,SHIKOHABAD,14.13,1071.0,75.79617834394904
T263990,C4978679,CHENNAI,316.78,24000.0,75.76235873476861
T283245,C4429061,SAS NAGAR,15.49,1173.0,75.72627501613944
T70021,C1196074,CHIKKMAGALUR,89.81,6800.0,75.7153991760383
T891376,C5312231,GURGAON,17.91,1356.0,75.71189279731993
T1030101,C7017174,NEW DELHI,132.12,10000.0,75.68876778686042
T135409,C5947414,HYDERABAD,8.26,625.0,75.66585956416465
T916524,C8126448,PUNE,3.11,235.0,75.56270096463022
T917239,C8513274,GURGAON,23.86,1802.35,75.53855825649623
T164219,C4713564,MEERUT,151.66,11456.0,75.53738625873665
T77775,C8336438,HYDERABAD,57.39,4335.0,75.53580763199163
T95556,C4725484,KOLKATA,12.45,940.0,75.50200803212851
T729145,C3563567,RANGA REDDY,104.52,7889.0,75.478377344049
T981742,C2411445,NEW DELHI,2.65,200.0,75.47169811320755
T199677,C7028769,MUMBAI,34.32,2589.0,75.43706293706293
T61210,C3813234,PUNE,10.61,800.0,75.40056550424129
T664646,C4723769,THANE,11.01,830.0,75.386012715713
T957388,C7415078,GURGAON,7.96,600.0,75.37688442211055
T971248,C1819672,BANGALORE,11.28,850.0,75.35460992907802
T754209,C3712067,MUMBAI,66.48,5009.06,75.34687123947052
T490778,C2329860,NELLORE,7.57,570.0,75.29722589167767
T604054,C3117113,DEHRADUN,37.19,2800.0,75.28905619790267
T675868,C2952184,DELHI,14.88,1120.0,75.26881720430107
T152134,C8662182,NOIDA,7.52,566.0,75.26595744680851
T185589,C1415182,NODE NAVI MUMBAI,39.86,3000.0,75.26342197691922
T627507,C1422949,GUNTUR,9.5,715.0,75.26315789473684
T334081,C4422883,FARIDABAD,17.26,1299.0,75.26071842410197
T916508,C7822718,MUMBAI,135.44,10190.0,75.23626698168931
T998916,C5170483,BETUL,3.23,243.0,75.23219814241486
T602,C1798829,DELHI,7.18,540.0,75.20891364902508
T150126,C4827871,GURGAON,2.66,200.0,75.18796992481202
T413027,C5227827,GURGAON,2.66,200.0,75.18796992481202
T726221,C7827887,GURGAON,2.66,200.0,75.18796992481202
T881281,C1630262,NEW DELHI,13.3,1000.0,75.18796992481202
T208802,C4732513,CHANDIGARH,21.95,1650.0,75.17084282460137
T266590,C2822241,DARJEELING,184.03,13824.0,75.11818725207847
T905182,C4029068,BHOPAL,49.54,3721.0,75.11102139685103
T327341,C6610434,TEMPLE HYDERABAD,9.96,748.0,75.10040160642569
T943111,C4936560,DELHI,7.99,600.0,75.09386733416771
T1024459,C1920485,AGRA,10.19,765.0,75.07360157016683
T855112,C8027083,RUPNAGAR,3.57,268.0,75.07002801120449
T992916,C7624660,ERNAKULAM,7.7,578.0,75.06493506493506
T53854,C8017648,HARAIRAMPUR,46.95,3524.0,75.05857294994675
T55018,C7317643,HARAIRAMPUR,46.95,3524.0,75.05857294994675
T579887,C3718125,LUCKNOW,12.67,950.96,75.05603788476716
T505669,C5148521,BANGALORE,54.91,4121.0,75.05008195228557
T876879,C7669880,BANGALORE,14.67,1100.0,74.98295841854124
T901790,C8533590,HAMIRPUR,33.35,2500.0,74.96251874062968
T55814,C7920153,BANGALORE,463.03,34700.0,74.94114852169406
T948176,C5015725,MUMBAI,78.79,5903.0,74.92067521259042
T504865,C3039234,NALANDA,66.62,4990.0,74.90243170219154
T119130,C4816389,PATHANKOT [PB],14.69,1100.0,74.88087134104833
T410909,C7310585,MUMBAI,95.6,7156.0,74.85355648535565
T729018,C8376060,FARIDABAD,6.28,470.0,74.84076433121018
T319807,C3923656,THIRUVALLUR,46.57,3483.81,74.8080309211939
T734980,C2618472,SARAN,13.37,1000.0,74.79431563201197
T389886,C7738464,BIDAR DIST KARNATAKA,3.61,270.0,74.79224376731302
T264663,C7322539,BANGALORE,13.4,1002.0,74.77611940298507
T723072,C8350235,MUMBAI,13.99,1046.0,74.76769120800571
T745184,C6616690,KRISHNA,133.13,9950.0,74.73897693983325
T45394,C5111233,GURGAON,3.7,276.52,74.73513513513512
T608278,C8713752,GREATER NOIDA,48.68,3637.0,74.71240755957272
T339124,C7037734,MUMBAI,51.01,3809.9,74.68927661242894
T335927,C2499472,HYDERABAD,174.06,13000.0,74.68688957830634
T328257,C4727953,BATHINDA,9.39,701.21,74.6762513312034
T321730,C1839854,JODHPUR,6.87,513.0,74.67248908296943
T14769,C3924244,LUDHIANA,0.71,53.0,74.64788732394366
T7339,C3624244,LUDHIANA,0.71,53.0,74.64788732394366
T487493,C3423649,ERNAKULAM,127.95,9550.0,74.63853067604533
T462652,C2818453,SENAPATI,26.8,2000.0,74.6268656716418
T464776,C3218430,SENAPATI,26.8,2000.0,74.6268656716418
T389190,C2738349,DELHI,10.72,800.0,74.62686567164178
T104422,C1418155,BHOPAL,46.91,3500.0,74.61095715199319
T453112,C8222216,MUMBAI,6.97,520.0,74.60545193687231
T533064,C5339215,NEW DELHI,15.61,1164.56,74.6034593209481
T309171,C4216740,MUMBAI,6.3,470.0,74.60317460317461
T945204,C6527819,BANGALORE,7.24,540.0,74.58563535911603
T322598,C6939776,VISAKHAPATNAM,26.59,1983.0,74.57690861226025
T134076,C7741147,PUNE,225.7,16800.0,74.43509082853346
T714040,C1735491,THANE,31.4,2337.21,74.43343949044586
T581436,C1615683,UTTAR DINAJPUR,28.2,2099.0,74.43262411347519
T702733,C7456677,SANT RAVIDAS NAGAR,7.85,584.28,74.43057324840764
T258748,C8969622,NEW DELHI,24.16,1798.0,74.4205298013245
T570617,C6131314,ALMORA,9.69,721.0,74.40660474716202
T1006099,C3433314,MUMBAI,27.42,2040.0,74.39824945295405
T740313,C3719111,KHANNA,26.75,1990.0,74.39252336448598
T953668,C3728678,CHANDIGARH,21.5,1599.0,74.37209302325581
T556178,C7317765,MUMBAI,12.68,943.0,74.36908517350157
T103156,C7042229,DELHI,28.07,2087.0,74.34983968649804
T1017309,C2725233,VISAKHAPATNAM URBAN,5.38,400.0,74.34944237918216
T281986,C7323151,KOCHI,2.69,200.0,74.34944237918216
T84876,C7418382,NOIDA,7.67,570.0,74.3155149934811
T100085,C2421738,NEW DELHI,9.42,700.0,74.3099787685775
T1005472,C5464921,BANGALORE,6.73,500.0,74.29420505200594
T551826,C6764959,BANGALORE,6.73,500.0,74.29420505200594
T564824,C1164916,BANGALORE,6.73,500.0,74.29420505200594
T697647,C8464913,BANGALORE,6.73,500.0,74.29420505200594
T697914,C4264945,BANGALORE,6.73,500.0,74.29420505200594
T268557,C8729468,GAJAPATI,0.35,26.0,74.28571428571429
T397446,C4729047,THANE,3.77,280.0,74.27055702917772
T310965,C1826613,NEW DELHI,17.64,1310.0,74.26303854875283
T487817,C4631749,MUMBAI,10.1,750.0,74.25742574257426
T703935,C5032048,PUNE,2.02,150.0,74.25742574257426
T511636,C5127635,GURGAON,8.0,594.0,74.25
T513640,C4627654,GURGAON,8.0,594.0,74.25
T984973,C8931526,NOIDA,4.0,297.0,74.25
T478372,C3315384,ALWAR,8.15,605.1,74.24539877300613
T594653,C7328857,PUNE,36.37,2700.0,74.2370085235084
T864120,C6913345,SEONI,13.64,1012.54,74.23313782991202
T155043,C8741637,GURGAON,47.11,3495.0,74.18807047336023
T276221,C7436654,GHAZIABAD,15.37,1140.0,74.17046193884191
T299100,C4227776,BANGALORE,11.73,870.0,74.16879795396419
T696398,C7142339,NEW DELHI,107.27,7956.0,74.16798732171158
T700119,C2217364,JAMSHEDPUR,0.89,66.0,74.15730337078652
T363089,C5941440,GURGAON,8.51,631.0,74.14806110458285
T48362,C6532084,MUMBAI,2.59,192.0,74.13127413127414
T452510,C8353651,NABARANGPUR,0.85,63.0,74.11764705882354
T567095,C2913292,RAJAPALAYAM,71.73,5316.0,74.11125052279381
T515110,C6441722,GHAZIABAD,20.24,1500.0,74.1106719367589
T193763,C1212724,AHMEDABAD,8.36,619.54,74.10765550239235
T575910,C1935441,MUMBAI,2.7,200.0,74.07407407407408
T729164,C4986421,VARANASI,13.5,1000.0,74.07407407407408
T730900,C4286486,VARANASI,13.5,1000.0,74.07407407407408
T758717,C2286428,VARANASI,13.5,1000.0,74.07407407407408
T761768,C2139118,HANUMANGARH,0.27,20.0,74.07407407407408
T835860,C2310665,MUMBAI,6.75,500.0,74.07407407407408
T904039,C1439123,HANUMANGARH,0.27,20.0,74.07407407407408
T957070,C3027547,PUNE,1.62,120.0,74.07407407407408
T964548,C5310684,MUMBAI,6.75,500.0,74.07407407407408
T981649,C5139121,HANUMANGARH,0.27,20.0,74.07407407407408
T996611,C5737327,PUNE,2.7,200.0,74.07407407407408
T465016,C4331021,NEW DELHI,6.9,511.0,74.05797101449275
T588916,C6459182,SECUNDERABAD,27.02,2000.0,74.01924500370096
T966352,C2921584,THRISSUR,63.4,4692.0,74.00630914826499
T606935,C5018548,UDAIPUR,6.69,495.0,73.99103139013452
T982722,C4718558,UDAIPUR,6.69,495.0,73.99103139013452
T983478,C7518520,UDAIPUR,6.69,495.0,73.99103139013452
T1018768,C8323472,LUDHIANA,13.52,1000.0,73.96449704142012
T639440,C2180767,THANE,41.86,3095.0,73.93693263258481
T843088,C7131017,NEW DELHI,6.9,510.0,73.91304347826086
T40950,C6827742,GURGAON,42.33,3128.0,73.89558232931728
T627328,C7517256,ALAPPUZHA,14.82,1095.0,73.88663967611336
T894226,C2624931,DELHI,64.82,4789.0,73.88151804998458
T933800,C6027136,BANGALORE,10.79,797.0,73.86468952734013
T169784,C3037868,DELHI,4.47,330.0,73.8255033557047
T891942,C4626332,SULTANPUR,32.51,2400.0,73.82343894186404
T181422,C7212367,NEW DELHI,13.55,1000.0,73.80073800738008
T822791,C1976236,NADIAD,667.48,49250.0,73.78498232156768
T829832,C2176283,NADIAD,667.48,49250.0,73.78498232156768
T1027317,C6822040,RIYADH,14.86,1095.0,73.68775235531629
T421693,C8515670,MUMBAI,10.18,750.0,73.67387033398822
T216864,C4510748,NOIDA,64.65,4761.0,73.64269141531322
T929120,C6172083,KOLKATA,6.79,500.0,73.63770250368188
T388769,C6357270,BANGALORE,6.43,473.4,73.62363919129082
T398339,C7431417,NEAR BHIWADI ALWAR,0.72,53.0,73.61111111111111
T398686,C5731466,NEAR BHIWADI ALWAR,0.72,53.0,73.61111111111111
